"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",-0.0395250243420826,-0.0674119958185122,0.119906334907559,-1.86004447060833,-0.0588219365342647,0.0613047488827339,-0.0306872524854586,0.0255294214581319,0.0360372909304168,-1.32947810075223,-0.050839319890546,-0.1460322022805,-0.34996296414246,-0.00851779821560734,0.00665085938205199,0.0508848915808011,-0.036861064936335,0.0716814349255753,0.0248114720944952,0.024933257586295,-0.0452282517024149,0.0199678996141341,-0.0707837254547174,-0.0206977494506076,-0.0399517233867431,0.0431819536849208,-0.0354673343782227,-0.0219878318634572,-0.0160595873465509,0.071221071892241,-0.0624236054161219,-0.000585058114185998,-0.00115271832305064,-0.00222842168652886,-0.0665744708732363,0.0124806971260109,-0.0304795662647892,-0.00127210381960447
"2",0.00402233486409602,-0.164552816849378,0.0577451347477547,-0.902570213605804,-0.0739560567821879,0.0651163002721694,-0.041960388125325,0.0282752171393337,0.095783079786433,-3.23305112024453,-0.158659526254401,-0.0690910198219049,-0.138842145866769,-0.00494476782254452,0.00346072552043307,-0.0463763473740435,0.0426271697310217,0.0621120187767438,0.0116338150590047,0.00940585244688863,-0.018762570229426,0.0398691272716231,-0.132323799102681,-0.0439780669714985,-0.081292390074434,0.0753683936671494,-0.0570321270417104,-0.0307745667100486,-0.0212095998716609,0.100052998582654,-0.0841306448686506,-0.000536596920793227,-0.000820145209773323,-0.00110904514382174,-0.0576483064805949,0.00659023164788273,-0.0145694025267159,-0.00110867616993569
"3",0.0201926629002264,-0.159319092797481,0.0417716583470755,-1.14866072982508,-0.0492200111860087,0.0589247674690999,-0.0315741279021728,0.0283276430582314,0.0839169206601154,-2.76840532281695,-0.134735178343896,-0.157112894826503,-0.41372570900316,-0.00911913839608179,0.00814810215495058,-0.0698880634718604,0.0665326327633023,0.0651363518049852,0.0255719807943908,0.0500823779967067,-0.0658468751265296,0.041287463967894,-0.167719694378772,-0.0585349368696651,-0.125743270226129,0.0604989099214154,-0.0568633390873949,-0.0420105417232799,-0.0331854183317898,0.131628108009919,-0.120867914316246,-0.00221879669393577,-0.0012233578734185,-0.00165957722426319,-0.057042378453389,0.0073773505707729,-0.0186047503167161,-0.00091466371773729
"4",0.0140582020890719,-0.109742824742636,0.034375337762762,-1.56879813285411,-0.0256426907629967,0.0409210719456564,-0.0214202464326242,0.0255450458168698,0.0686989052779514,-1.98543415471208,-0.105735695587314,-0.31200680471391,-1.03875711221269,-0.0145321407537897,0.0162307527883387,-0.0527229653326701,0.0521260505936017,0.0268619733707303,0.0425128355208935,0.13706748648007,-0.155759684069405,0.0440027711102801,-0.214318070598972,-0.0834857921806146,-0.204463824453756,0.0447695839066771,-0.051424486256524,-0.0568356298123503,-0.0517518964159167,0.165835167571099,-0.159628671685807,-0.000475265224068934,-0.000600919260369539,-0.000465171786225961,-0.0512475733244406,0.00647069643196709,-0.0224606078504863,-0.000732541816321211
"5",-0.0115136422363363,-0.0289983061385774,0.00546305013496954,-2.12144659033658,-0.0269152407312079,0.0459884070245535,-0.0217366317845667,0.0295315692649505,0.0378830063456972,-0.980854860196658,-0.0500595699221872,-0.169371428574171,-0.597439468828995,-0.00654199720670322,0.00791810788088345,-0.0307765414303355,0.0251920662411263,0.0068385134540003,0.00920691401878765,0.101117344239441,-0.10801726992165,0.0288099401230454,-0.151624665335038,-0.0558044572412723,-0.145370911376033,0.0292884278375272,-0.0358304921771463,-0.0505007500892575,-0.0501095224600072,0.136402873439423,-0.128608351545239,-0.00137981256954176,-0.00048262048404626,-0.000771693381008893,-0.0780750857283139,0.0103070310651474,-0.0396239640160701,-0.000947576966779477
"6",-0.00277964879767241,-0.0479219265828293,0.0216589743624867,-2.48058165360983,-0.0226912182349469,0.0457522333995276,-0.0230632625016938,0.0348004357650438,0.0451638496520651,-1.46655934828979,-0.0657584502800972,-0.235788784224659,-0.905227207998158,-0.00884594097018942,0.0116630074218148,-0.097075542658433,0.102449948883088,0.00301597860311198,0.00815992049636396,0.192546203707143,-0.192279526297259,0.0339621188107041,-0.192048421036191,-0.0797054637545186,-0.216112654164413,0.0251680289805517,-0.034009421607018,-0.0547951571275063,-0.0556240650774352,0.14372207151966,-0.139745245246297,-0.000155788833880624,-5.52075331120458e-05,-5.60076284319335e-05,-0.0764992537492101,0.00881262039916706,-0.0373248020700702,-0.000969726924318974
"7",0.010807832438815,-0.115855963771153,0.00816433041620445,-1.13567268740121,-0.0289459399212461,0.0392620688722608,-0.0204505385487871,0.0208757019828692,0.0746212406462844,-2.05120443382758,-0.110685614151807,-0.286312379382425,-0.895885931606083,-0.0138164912905221,0.0143702962518534,-0.0680293955104624,0.0678936459248765,0.0311345748898669,0.0402335440649269,0.114926916364337,-0.136156951197314,0.0481545728988753,-0.21675471926327,-0.0778936305664924,-0.179612094077971,0.0589821548693461,-0.0628636164086894,-0.0594194822568982,-0.0513455923360717,0.180799181228018,-0.170047033481078,-0.000578057009479141,-0.000320412590621857,-0.000390934900326091,-0.0451019414620679,0.00549614076040285,-0.0167960774027334,-0.000634102489332752
"8",0.00453799706122964,-0.0598684734660625,0.00852243269491251,-1.9555330927585,-0.0149050410643026,0.0310225100932126,-0.0160809232518792,0.0246338758362265,0.0467180546556667,-1.3132408366515,-0.0666471604159951,-0.406284105548499,-1.52959498088789,-0.0148858040059337,0.0200479541888774,-0.0598739846337319,0.0674150392743531,-0.0068291442999199,0.0244537206936272,0.240777232622319,-0.252312786124889,0.0422362910698309,-0.236763652916575,-0.100066315583608,-0.266816552694373,0.0292401398302695,-0.0400720180252829,-0.0664264592744455,-0.0678680023718592,0.173647535439356,-0.16784663086862,-7.05432091302661e-05,-7.86220704043125e-05,-4.53670205771878e-05,-0.055736910309008,0.00606250059572806,-0.0274849573937094,-0.000690000754290836
"9",0.0259181843171923,-0.120253642383923,0.0951582955961497,-3.12538813234539,-0.0305258520902158,0.0636161451944104,-0.0307650918671807,0.0486661020769311,0.0303261013466112,-1.17795624917907,-0.0474003044776911,-0.0948882611407978,-0.33482404012538,-0.00417153340352641,0.00504096717692948,-0.0550644426341879,0.0491120621286079,0.0328370845766271,0.0129742893465647,0.0252135758384938,-0.0313785962548462,0.0180042871872819,-0.101554706137816,-0.0422753671975652,-0.115865507141057,0.0140842494160398,-0.0183619578147684,-0.0276798530708435,-0.0277386810665539,0.0718621854626409,-0.0717019055493593,-0.00239713581637458,-0.00123614332259029,-0.00113342144908678,-0.102006714665541,0.0135954151862249,-0.0544735803505872,-0.00139864118840497
"10",-0.00908485539224088,-0.162614148441527,0.279588550085959,-1.7578187945155,-0.127117891267742,0.108089763497325,-0.0927785683798694,0.0645888999263054,0.0812552640475439,-4.85705962200748,-0.22247376065213,-0.0427407549693612,-0.0745008924319305,-0.00452847457313646,0.00268411508817457,0.0773810452245524,-0.0680877251426384,0.0609639147987918,0.00676603126932082,0.000316623167974267,-0.0049199636291898,0.0245811057652965,-0.106368223338585,-0.0433141086976166,-0.137848791440053,0.038371489274361,-0.029067380397389,-0.0188104768812436,-0.0146773651377235,0.0531214435784251,-0.0517086022072991,0.000192373717708128,-0.00524049567645391,-0.0051913518117528,-0.0791512005453911,0.00989047937413081,-0.0220050262085654,-0.00188529920353109
