"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1",-0.0459515638645211,-0.06873685405919,0.335389543153959,-1.90337646159544,-0.13412816747589,0.11442546018957,-0.0724061676870797,0.0256028965945411,0.0375567948951089,-1.49996113782497,-0.0560210198755646,-0.157717521947845,-0.374071009300139,-0.00982565538582609,0.00733393643808602,0.0788749238687906,-0.0572366362508548,0.0787616971632195,0.0274450820614582,0.029598286693959,-0.0496903524739653,0.020453696847535,-0.0759035432633988,-0.0233443226556389,-0.0495110720571067,0.0435543107383952,-0.0354927877966099,-0.0237138269652173,-0.0181485835051018,0.074025376070016,-0.0667129277826784,-0.000607370560934011,-0.00116260395069529,-0.00238292366728758
"2",0.00395992664885174,-0.156835473432086,0.260469200196285,-0.953904815867495,-0.15134511458028,0.112208335120135,-0.0869568590337665,0.0245540635593047,0.111476583772276,-3.7464576904701,-0.205303156417158,-0.0815733418786607,-0.169526575679712,-0.00635126439831195,0.00441947490477522,0.000880871171167009,-0.00284072672355393,0.0749505245242088,0.0141948955220195,0.0102447292949724,-0.0196963736511305,0.0427552931267686,-0.156672506093647,-0.0569481221740857,-0.121630259692631,0.0732445419413564,-0.0578396865726055,-0.0353668699870753,-0.0261779987218398,0.110546119202089,-0.0980107570695432,-0.000522740373191149,-0.000841783638372877,-0.00105066763272863
"3",0.0199327531370593,-0.153766237253473,0.19212426648673,-1.17459617221045,-0.102386242689033,0.105349026723877,-0.0687297948483253,0.0259479013206957,0.0879721392374474,-2.8378205191848,-0.143255771562564,-0.15708378001586,-0.42276991344101,-0.00915086535885822,0.0082478753581186,-0.0525873336039893,0.0504785985890548,0.0646162551961652,0.0261778547921526,0.048065608953933,-0.0627822692386039,0.044040120253897,-0.186822631170147,-0.0662840158611801,-0.149686929859394,0.0631575134089103,-0.0610263910915935,-0.0485904087640016,-0.0396662498607722,0.149289661036682,-0.139330341651285,-0.00213613807681983,-0.00116662531708375,-0.00165252659771056
"4",0.0138051004302604,-0.106311549577445,0.178021579832111,-1.60192370190675,-0.0583920903069145,0.0812710467258037,-0.0595841908087451,0.0305609150180515,0.0719313560551708,-2.05099847500971,-0.110848436255128,-0.316563699844561,-1.05995368415707,-0.0148451746130195,0.0166444250389082,-0.0371719062552202,0.0372676103669646,0.0279919845946488,0.0450340826132098,0.132677149976342,-0.151336621843774,0.0468765954563399,-0.23631007705408,-0.0932427104398967,-0.23580791538519,0.0458658299834465,-0.0537942448277554,-0.0642728048412477,-0.0602920517620019,0.181363694838562,-0.175718879163216,-0.000468942753916865,-0.000575061595679681,-0.000477789329861055
"5",-0.0109423536364259,-0.0263775172609535,0.113091386738534,-1.84993758244008,-0.0559757541815884,0.0854730428542301,-0.0490294838674042,0.027889343386592,0.0352315313179882,-0.843508266247512,-0.036768092500441,-0.135452588836713,-0.474636052511032,-0.00450419762196979,0.00545246225996681,-0.0206133935942221,0.0220480658750954,-0.00225125725880531,0.00136228113540003,0.077968872581633,-0.0834852291363862,0.033974580275413,-0.188916012657751,-0.0647839283886254,-0.173796919119042,0.0326660487175703,-0.0422428624667812,-0.0734912038286341,-0.0779137329148167,0.180376332725016,-0.167675092530504,-0.00116959692010618,-0.000373900779039051,-0.00074933278878399
"6",-0.00277865493786429,-0.045469557660973,0.14561284757368,-2.20998138468292,-0.0525822505093939,0.0903153947553497,-0.063081839787077,0.0392266510266951,0.0439288570029527,-1.27994480528927,-0.0530893167483377,-0.193800088970963,-0.745320727183308,-0.00645946291746679,0.00859383794422345,-0.102297000945863,0.119606229027122,-0.00308253429443531,-0.000530337228092185,0.153739305773095,-0.154405622674495,0.0410424265911419,-0.239000204110806,-0.0922123215001873,-0.253684583477246,0.0297351440398149,-0.0418876145432553,-0.0791970524040306,-0.0844241723441503,0.193305602478511,-0.184280380896257,-0.000139864837441056,-4.43997494478312e-05,-5.83590262206515e-05
"7",0.0107443775984928,-0.11327813912568,0.124708631831569,-1.16673279147483,-0.0634253380233019,0.0753485731846811,-0.050397688428595,0.0223884181033154,0.0762921753696741,-2.08171662075469,-0.11338462915914,-0.285632644924269,-0.900512053685814,-0.0137814222208193,0.0143832582206853,-0.0590855952166834,0.0590176740417375,0.031067725765127,0.0409322797322337,0.111267954808876,-0.13191210386881,0.0501020457048652,-0.231786678716337,-0.0840243565632588,-0.199530323077838,0.0603522581121887,-0.0653397715614692,-0.0653564591335239,-0.0578204967486032,0.19463350430078,-0.184406862899272,-0.000562317209040596,-0.000307241025513661,-0.000393737750006633
"8",0.00451764639461747,-0.0585062675353427,0.147583566483656,-1.92320179709229,-0.03787833361678,0.0681371101165062,-0.0533218375799967,0.0340398052629791,0.047111389775204,-1.28700566415734,-0.0629947854688779,-0.392454620047556,-1.47343105078738,-0.0139876117183461,0.0187892014554287,-0.0513233511746525,0.0620967729007374,-0.00624404403527845,0.0232325734768463,0.226817059119664,-0.239181418767872,0.0453171524491866,-0.259573247080724,-0.107427264018185,-0.290209084557163,0.0305133884425522,-0.0426151806317919,-0.0768345942615993,-0.0807009890012246,0.191573423934574,-0.18452054645838,-7.35593382829012e-05,-7.66793197622303e-05,-5.11308614733235e-05
"9",0.0261154943681622,-0.117154465798906,0.413529297454358,-3.35274335667003,-0.0786485464812577,0.13884417819942,-0.10820050414574,0.0699549477938694,0.0354419234129936,-1.25008581292423,-0.0508460944672401,-0.0994911486761256,-0.348855270121816,-0.00453038059750437,0.00536848857707341,-0.0237193642737081,0.0274312131402161,0.0366463671310733,0.014715254950764,0.0264698612563187,-0.0324314466033386,0.0228065110008627,-0.137718256101946,-0.0574524189180798,-0.163706050442271,0.0155147291097891,-0.0213544732834032,-0.0397356315983216,-0.0424930685768989,0.0925306101161996,-0.0922982818879537,-0.00244545576542992,-0.00124533868261974,-0.00120183405080843
"10",-0.00804568818863805,-0.138620910616426,0.496827084620737,-1.71150005383066,-0.225268356099902,0.156541072693394,-0.15883190211775,0.0483671872772557,0.112283248576442,-5.32219201236474,-0.320656825666467,-0.0441528111756552,-0.0877696951067529,-0.00473042635266005,0.00298219474561304,0.121482681032393,-0.112165637876598,0.0597835164713385,0.00727481929660052,0.000288554395913012,-0.00423448429680465,0.0342619958286543,-0.191715615768345,-0.0838535318094729,-0.309763902361647,0.0432758212241093,-0.0378326309382543,-0.0335497499408081,-0.0297480409593188,0.0856313984477547,-0.0924284011127052,0.000162208592616378,-0.00434837074858013,-0.00440502980726821
